"","name","start","end","strand","length","pid","gene","synonym","product","proteinid","feature","gene_type","MbovID","Gene","id","len","extra_id","Mtb_ID","col","fill","lty","lwd","pch","cex"
"2233","pimb",2433437,2434594,-1,385,"A0A1R3Y0H8","pimb","BQ2027_MB2211C","mannosyltransferase pimb","SIU00819.1","CDS","bars","Mb2211c"," -",NA," len 385 aa. ",NA,"Rv2188c","blue","blue",1,1,8,1
"2234","BQ2027_MB2212C",2434691,2435464,-1,257,"A0A1R3Y0J0","-","BQ2027_MB2212C","CONSERVED HYPOTHETICAL PROTEIN","SIU00820.1","CDS","bars","Mb2212c"," -",NA," len 257 aa. ",NA,"Rv2189c","blue","blue",1,1,8,1
"2235","BQ2027_MB2213C",2435559,2436716,-1,385,"P67474","-","BQ2027_MB2213C","Cell wall-associated hydrolases (invasion-associated proteins)","SIU00821.1","CDS","bars","Mb2213c"," -",NA," len 385 aa. ",NA,"Rv2190c","blue","blue",1,1,8,1
"2236","BQ2027_MB2214",2437263,2439200,1,645,"A0A1R3Y0I7","-","BQ2027_MB2214","DNA polymerase III epsilon subunit-related protein MSMEG4261","SIU00822.1","CDS","bars","Mb2214"," -",NA," len 645 aa. ",NA,"Rv2191","blue","blue",1,1,8,1
"2237","trpD",2439075,2440187,-1,370,"P66993","trpD","BQ2027_MB2215C","Probable anthranilate phosphoribosyltransferase TrpD","SIU00823.1","CDS","bars","Mb2215c"," trpD",NA," len 370 aa. ",NA,"Rv2192c","blue","blue",1,1,8,1
"2238","ctaE",2440345,2440956,1,203,"P63857","ctaE","BQ2027_MB2216","PROBABLE CYTOCHROME C OXIDASE (SUBUNIT III) CTAE","SIU00824.1","CDS","bars","Mb2216"," ctaE",NA," len 203 aa. ",NA,"Rv2193","blue","blue",1,1,8,1
"2239","qcrC",2440997,2441839,1,280,"P63888","qcrC","BQ2027_MB2217","Probable Ubiquinol-cytochrome C reductase QcrC (cytochrome C subunit)","SIU00825.1","CDS","bars","Mb2217"," qcrC",NA," len 280 aa. ",NA,"Rv2194","blue","blue",1,1,8,1
"2240","qcrA",2441836,2443125,1,429,"Q7TYX4","qcrA","BQ2027_MB2218","Probable Rieske iron-sulfur protein QcrA","SIU00826.1","CDS","bars","Mb2218"," qcrA",NA," len 429 aa. ",NA,"Rv2195","blue","blue",1,1,8,1
"2241","qcrB",2443122,2444771,1,549,"P63886","qcrB","BQ2027_MB2219","Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit)","SIU00827.1","CDS","bars","Mb2219"," qcrB",NA," len 549 aa. ",NA,"Rv2196","blue","blue",1,1,8,1
"2242","BQ2027_MB2220C",2445062,2445706,-1,214,"A0A1R3Y0G0","-","BQ2027_MB2220C","Probable conserved transmembrane protein","SIU00828.1","CDS","bars","Mb2220c"," -",NA," len 214 aa. ",NA,"Rv2197c","blue","blue",1,1,8,1
"2243","mmpS3",2445706,2446605,-1,299,"P65379","mmpS3","BQ2027_MB2221C","PROBABLE CONSERVED MEMBRANE PROTEIN MMPS3","SIU00829.1","CDS","bars","Mb2221c"," mmpS3",NA," len 299 aa. ",NA,"Rv2198c","blue","blue",1,1,8,1
"2244","BQ2027_MB2222C",2446791,2447210,-1,139,"P64948","-","BQ2027_MB2222C","Possible conserved integral membrane protein","SIU00830.1","CDS","bars","Mb2222c"," -",NA," len 139 aa. ",NA,"Rv2199c","blue","blue",1,1,8,1
"2245","ctaC",2447218,2448309,-1,363,"P63855","ctaC","BQ2027_MB2223C","PROBABLE TRANSMEMBRANE CYTOCHROME C OXIDASE (SUBUNIT II) CTAC","SIU00831.1","CDS","bars","Mb2223c"," ctaC",NA," len 363 aa. ",NA,"Rv2200c","blue","blue",1,1,8,1
"2246","asnB",2448555,2450513,1,652,"P64248","asnB","BQ2027_MB2224","Probable asparagine synthetase AsnB","SIU00832.1","CDS","bars","Mb2224"," asnB",NA," len 652 aa. ",NA,"Rv2201","blue","blue",1,1,8,1
"2247","adok",2450611,2451585,-1,324,"P83736","adok","BQ2027_MB2225C","adenosine kinase","SIU00833.1","CDS","bars","Mb2225c"," cbhK",NA," len 324 aa. ",NA,"Rv2202c","blue","blue",1,1,8,1
"2248","BQ2027_MB2226",2451789,2452481,1,230,"P64950","-","BQ2027_MB2226","POSSIBLE CONSERVED MEMBRANE PROTEIN","SIU00834.1","CDS","bars","Mb2226"," -",NA," len 230 aa. ",NA,"Rv2203","blue","blue",1,1,8,1
"2249","BQ2027_MB2227C",2452489,2452845,-1,118,"P0A5B0","-","BQ2027_MB2227C","Iron-sulfur cluster insertion protein SCO2161","SIU00835.1","CDS","bars","Mb2227c"," -",NA," len 118 aa. ",NA,"Rv2204c","blue","blue",1,1,8,1
"2250","BQ2027_MB2228C",2452945,2454021,-1,358,"P64289","-","BQ2027_MB2228C","Glycerate kinase (EC","SIU00836.1","CDS","bars","Mb2228c"," -",NA," len 358 aa. ",NA,"Rv2205c","blue","blue",1,1,8,1
"2251","BQ2027_MB2229",2454180,2454890,1,236,"P64952","-","BQ2027_MB2229","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU00837.1","CDS","bars","Mb2229"," -",NA," len 236 aa. ",NA,"Rv2206","blue","blue",1,1,8,1
"2252","cobT",2454969,2456054,1,361,"P63842","cobT","BQ2027_MB2230","Probable nicotinate-nucleotide-dimethylbenzimidazol phosphoribosyltransferase CobT","SIU00838.1","CDS","bars","Mb2230"," cobT",NA," len 361 aa. ",NA,"Rv2207","blue","blue",1,1,8,1
"2253","cobS",2456051,2456800,1,249,"Q7VEN6","cobS","BQ2027_MB2231","Probable cobalamin 5'-phosphate synthase CobS","SIU00839.1","CDS","bars","Mb2231"," cobS",NA," len 249 aa. ",NA,"Rv2208","blue","blue",1,1,8,1
"2254","BQ2027_MB2232",2456958,2458496,1,512,"P64954","-","BQ2027_MB2232","Probable conserved integral membrane protein","SIU00840.1","CDS","bars","Mb2232"," -",NA," len 512 aa. ",NA,"Rv2209","blue","blue",1,1,8,1
"2255","ilvE",2458422,2459528,-1,368,"A0A1R3Y0I1","ilvE","BQ2027_MB2233C","branched-chain amino acid transaminase ilve","SIU00841.1","CDS","bars","Mb2233c"," ilvE",NA," len 368 aa. ",NA,"Rv2210c","blue","blue",1,1,8,1
"2256","gcvT",2459600,2460739,-1,379,"P64221","gcvT","BQ2027_MB2234C","Probable aminomethyltransferase GcvT (Glycine cleavage system T protein)","SIU00842.1","CDS","bars","Mb2234c"," gcvT",NA," len 379 aa. ",NA,"Rv2211c","blue","blue",1,1,8,1
"2257","BQ2027_MB2235",2460748,2461884,1,378,"P64266","-","BQ2027_MB2235","adenylyl cyclase (atp pyrophosphate-lyase) (adenylate cyclase)","SIU00843.1","CDS","bars","Mb2235"," -",NA," len 378 aa. ",NA,"Rv2212","blue","blue",1,1,8,1
"2258","pepB",2461896,2463443,1,515,"Q7VEN5","pepB","BQ2027_MB2236","Probable aminopeptidase PepB","SIU00844.1","CDS","bars","Mb2236"," pepB",NA," len 515 aa. ",NA,"Rv2213","blue","blue",1,1,8,1
"2259","ephD",2463481,2465259,-1,592,"P66778","ephD","BQ2027_MB2237C","Possible short-chain dehydrogenase EphD","SIU00845.1","CDS","bars","Mb2237c"," ephD",NA," len 592 aa. ",NA,"Rv2214c","blue","blue",1,1,8,1
"2260","dlat",2465523,2467184,1,553,"P65634","dlat","BQ2027_MB2238","dlat, dihydrolipoamide acyltransferase, e2 component of pyruvate dehydrogenase","SIU00846.1","CDS","bars","Mb2238"," sucB",NA," len 553 aa. ",NA,"Rv2215","blue","blue",1,1,8,1
"2261","BQ2027_MB2239",2467184,2468089,1,301,"P67233","-","BQ2027_MB2239","Cell division inhibitor SulA","SIU00847.1","CDS","bars","Mb2239"," -",NA," len 301 aa. ",NA,"Rv2216","blue","blue",1,1,8,1
"2262","lipB",2468142,2468834,1,230,"Q7VEN4","lipB","BQ2027_MB2240","Probable lipoate biosynthesis protein B LipB","SIU00848.1","CDS","bars","Mb2240"," lipB",NA," len 230 aa. ",NA,"Rv2217","blue","blue",1,1,8,1
"2263","lipA",2468831,2469766,1,311,"P65284","lipA","BQ2027_MB2241","Probable lipoate biosynthesis protein A LipA","SIU00849.1","CDS","bars","Mb2241"," lipA",NA," len 311 aa. ",NA,"Rv2218","blue","blue",1,1,8,1
"2264","BQ2027_MB2242",2469793,2470545,1,250,"A0A1R3Y0L2","-","BQ2027_MB2242","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU00850.1","CDS","bars","Mb2242"," -",NA," len 250 aa. ",NA,"Rv2219","blue","blue",1,1,8,1
"2265","BQ2027_MB2243C",2470552,2470974,-1,140,"A0A1R3Y0I9","-","BQ2027_MB2243C","probable conserved membrane protein","SIU00851.1","CDS","bars","Mb2243c"," -",NA," len 140 aa. ",NA,"Rv2219A","blue","blue",1,1,8,1
"2266","glnA1",2471173,2472609,1,478,"P0A591","glnA1","BQ2027_MB2244","GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I)","SIU00852.1","CDS","bars","Mb2244"," glnA1",NA," len 478 aa. ",NA,"Rv2220","blue","blue",1,1,8,1
"2267","glnE",2472927,2475911,-1,994,"P69941","glnE","BQ2027_MB2245C","GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase)","SIU00853.1","CDS","bars","Mb2245c"," glnE",NA," len 994 aa. ",NA,"Rv2221c","blue","blue",1,1,8,1
"2268","glnA2",2475960,2477300,-1,446,"P64246","glnA2","BQ2027_MB2246C","PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II)","SIU00854.1","CDS","bars","Mb2246c"," glnA2",NA," len 446 aa. ",NA,"Rv2222c","blue","blue",1,1,8,1
"2269","BQ2027_MB2247C",2477395,2478957,-1,520,"P65822","-","BQ2027_MB2247C","Probable exported protease","SIU00855.1","CDS","bars","Mb2247c"," -",NA," len 520 aa. ",NA,"Rv2223c","blue","blue",1,1,8,1
"2270","caea",2479019,2480581,-1,520,"P65824","caea","BQ2027_MB2248C","probable carboxylesterase caea","SIU00856.1","CDS","bars","Mb2248c"," -",NA," len 520 aa. ",NA,"Rv2224c","blue","blue",1,1,8,1
"2271","panB",2481300,2482145,1,281,"P0C2T4","panB","BQ2027_MB2249","3-methyl-2-oxobutanoate hydroxymethyltransferase panb","SIU00857.1","CDS","bars","Mb2249"," panB",NA," len 281 aa. ",NA,"Rv2225","blue","blue",1,1,8,1
"2272","BQ2027_MB2250",2482390,2483931,1,513,"A0A1R3Y0J1","-","BQ2027_MB2250","CHAD domain containing protein","SIU00858.1","CDS","bars","Mb2250"," -",NA," len 513 aa. ",NA,"Rv2226","blue","blue",1,1,8,1
"2273","BQ2027_MB2251",2484489,2484809,1,106,"A0A1R3Y0L3","-","BQ2027_MB2251","conserved hypothetical protein [FIRST PART]","SIU00859.1","CDS","bars","Mb2251"," -",NA," len 106 aa. ",NA,"Rv2227","blue","blue",1,1,8,1
"2274","BQ2027_MB2252",2484817,2485191,1,124,"A0A1R3Y0M4","-","BQ2027_MB2252","conserved hypothetical protein [SECOND PART]","SIU00860.1","CDS","bars","Mb2252"," -",NA," len 124 aa. ",NA,"Rv2227","blue","blue",1,1,8,1
"2275","BQ2027_MB2253C",2485203,2486297,-1,364,"P64956","-","BQ2027_MB2253C","multifunctional protein. has rnase h,alpha-ribazole phosphatase, and acid phosphatase activities.","SIU00861.1","CDS","bars","Mb2253c"," -",NA," len 364 aa. ",NA,"Rv2228c","blue","blue",1,1,8,1
"2276","BQ2027_MB2254C",2486294,2487031,-1,245,"A0A1R3Y0L9","-","BQ2027_MB2254C","Zn-ribbon protein, possibly nucleic acid-binding","SIU00862.1","CDS","bars","Mb2254c"," -",NA," len 245 aa. ",NA,"Rv2229c","blue","blue",1,1,8,1
"2277","BQ2027_MB2255C",2487028,2488167,-1,379,"P0A657","-","BQ2027_MB2255C","GTP cyclohydrolase 1 type 2 homolog YbgI","SIU00863.1","CDS","bars","Mb2255c"," -",NA," len 379 aa. ",NA,"Rv2230c","blue","blue",1,1,8,1
"2278","cobC",2488164,2489258,-1,364,"P63501","cobC","BQ2027_MB2256C","Possible aminotransferase CobC","SIU00864.1","CDS","bars","Mb2256c"," cobC",NA," len 364 aa. ",NA,"Rv2231c","blue","blue",1,1,8,1
"2279","vapC16",2489295,2489720,-1,141,"A0A1R3Y1C4","vapC16","BQ2027_MB2256A","Possible toxin VapC16","SIU00865.1","CDS","bars","Mb2256A"," len 141 aa. "," Rv2231A"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv2231A","blue","blue",1,1,8,1
"2280","vapB16",2489766,2489942,-1,58,"A0A1R3Y0S0","vapB16","BQ2027_MB2256B","Possible antitoxin VapB16","SIU00866.1","CDS","bars","Mb2256B"," len 58 aa. "," Rv2231B"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv2231B","blue","blue",1,1,8,1
"2281","ptka",2489837,2490712,1,291,"P68910","ptka","BQ2027_MB2257","protein tyrosine kinase transcriptional regulatory protein ptka","SIU00867.1","CDS","bars","Mb2257"," -",NA," len 291 aa. ",NA,"Rv2232","blue","blue",1,1,8,1
"2282","ptpA",2490705,2491196,1,163,"P65717","ptpA","BQ2027_MB2258","PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE)","SIU00868.1","CDS","bars","Mb2258"," ptpA",NA," len 163 aa. ",NA,"Rv2234","blue","blue",1,1,8,1
"2283","BQ2027_MB2259",2491196,2492011,1,271,"P66884","-","BQ2027_MB2259","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU00869.1","CDS","bars","Mb2259"," -",NA," len 271 aa. ",NA,"Rv2235","blue","blue",1,1,8,1
"2284","cobD",2491993,2492934,-1,313,"Q7VEN1","cobD","BQ2027_MB2260C","probable cobalamin biosynthesis transmembrane protein cobd","SIU00870.1","CDS","bars","Mb2260c"," cobD",NA," len 313 aa. ",NA,"Rv2236c","blue","blue",1,1,8,1
"2285","BQ2027_MB2261",2493048,2493815,1,255,"P64958","-","BQ2027_MB2261","conserved protein","SIU00871.1","CDS","bars","Mb2261"," -",NA," len 255 aa. ",NA,"Rv2237","blue","blue",1,1,8,1
"2286","BQ2027_MB2261A",2493910,2494146,-1,78,"A0A1R3Y0N1","-","BQ2027_MB2261A","Conserved protein","SIU00872.1","CDS","bars","Mb2261A"," len 78 aa. "," Rv2237A"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv2237A","blue","blue",1,1,8,1
"2287","ahpE",2494274,2494735,-1,153,"P65689","ahpE","BQ2027_MB2262C","probable peroxiredoxin ahpe","SIU00873.1","CDS","bars","Mb2262c"," ahpE",NA," len 153 aa. ",NA,"Rv2238c","blue","blue",1,1,8,1
"2288","BQ2027_MB2263C",2494735,2495211,-1,158,"P64960","-","BQ2027_MB2263C","cell redox homeostasis","SIU00874.1","CDS","bars","Mb2263c"," -",NA," len 158 aa. ",NA,"Rv2239c","blue","blue",1,1,8,1
"2289","BQ2027_MB2264C",2495249,2495839,-1,196,"A0A1R3Y1D4","-","BQ2027_MB2264C","unknown protein","SIU00875.1","CDS","bars","Mb2264c"," len 196 aa. "," Rv2240c"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv2240c","blue","blue",1,1,8,1
"2290","aceE",2496098,2498803,1,901,"A0A1R3Y0S8","aceE","BQ2027_MB2265","pyruvate dehydrogenase e1 component acee (pyruvate decarboxylase) (pyruvate dehydrogenase) (pyruvic dehydrogenase)","SIU00876.1","CDS","bars","Mb2265"," aceE",NA," len 901 aa. ",NA,"Rv2241","blue","blue",1,1,8,1
"2291","BQ2027_MB2266",2498863,2500107,1,414,"P63750","-","BQ2027_MB2266","Transcriptional regulator, CdaR-family","SIU00877.1","CDS","bars","Mb2266"," -",NA," len 414 aa. ",NA,"Rv2242","blue","blue",1,1,8,1
"2292","fabD",2500346,2501254,1,302,"P63459","fabD","BQ2027_MB2267","MALONYL CoA-ACYL CARRIER PROTEIN TRANSACYLASE FABD (Malonyl CoAAcpM acyltransferase) (MCT)","SIU00878.1","CDS","bars","Mb2267"," fabD",NA," len 302 aa. ",NA,"Rv2243","blue","blue",1,1,8,1
"2293","acpM",2501330,2501677,1,115,"P0A4W7","acpM","BQ2027_MB2268","MEROMYCOLATE EXTENSION ACYL CARRIER PROTEIN ACPM","SIU00879.1","CDS","bars","Mb2268"," acpM",NA," len 115 aa. ",NA,"Rv2244","blue","blue",1,1,8,1
"2294","kasA",2501674,2502924,1,416,"P63455","kasA","BQ2027_MB2269","3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 1 KASA (BETA-KETOACYL-ACP SYNTHASE) (KAS I)","SIU00880.1","CDS","bars","Mb2269"," kasA",NA," len 416 aa. ",NA,"Rv2245","blue","blue",1,1,8,1
"2295","kasB",2502955,2504271,1,438,"P63457","kasB","BQ2027_MB2270","3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 2 KASB (BETA-KETOACYL-ACP SYNTHASE) (KAS I)","SIU00881.1","CDS","bars","Mb2270"," kasB",NA," len 438 aa. ",NA,"Rv2246","blue","blue",1,1,8,1
"2296","accD6",2504302,2505723,1,473,"P63408","accD6","BQ2027_MB2271","ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6","SIU00882.1","CDS","bars","Mb2271"," accD6",NA," len 473 aa. ",NA,"Rv2247","blue","blue",1,1,8,1
"2297","BQ2027_MB2272",2505831,2506646,1,271,"A0A1R3Y0M0","-","BQ2027_MB2272","CONSERVED HYPOTHETICAL PROTEIN","SIU00883.1","CDS","bars","Mb2272"," -",NA," len 271 aa. ",NA,"Rv2248","blue","blue",1,1,8,1
"2298","glpD1",2506715,2508265,-1,516,"P64183","glpD1","BQ2027_MB2273C","PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1","SIU00884.1","CDS","bars","Mb2273c"," glpD1",NA," len 516 aa. ",NA,"Rv2249c","blue","blue",1,1,8,1
"2299","BQ2027_MB2274C",2508259,2508828,-1,189,"Q7VEN0","-","BQ2027_MB2274C","Possible transcriptional regulatory protein","SIU00885.1","CDS","bars","Mb2274c"," -",NA," len 189 aa. ",NA,"Rv2250c","blue","blue",1,1,8,1
"2300","BQ2027_MB2275",2508876,2510465,1,529,"A0A1R3Y0U3","-","BQ2027_MB2275","POSSIBLE FLAVOPROTEIN","SIU00886.1","CDS","bars","Mb2275"," -",NA," len 529 aa.","Rv2250A and Rv2251","Rv2250A and Rv2251","blue","blue",1,1,8,1
"2301","BQ2027_MB2276",2510462,2511391,1,309,"A0A1R3Y113","-","BQ2027_MB2276","diacylglycerol kinase","SIU00887.1","CDS","bars","Mb2276"," -",NA," len 309 aa. ",NA,"Rv2252","blue","blue",1,1,8,1
"2302","BQ2027_MB2277",2511457,2511960,1,167,"A0A1R3Y0L7","-","BQ2027_MB2277","Possible secreted unknown protein","SIU00888.1","CDS","bars","Mb2277"," -",NA," len 167 aa. ",NA,"Rv2253","blue","blue",1,1,8,1
"2303","BQ2027_MB2278C",2511993,2512448,-1,151,"A0A1R3Y0P4","-","BQ2027_MB2278C","Probable integral membrane protein","SIU00889.1","CDS","bars","Mb2278c"," -",NA," len 151 aa. ",NA,"Rv2254c","blue","blue",1,1,8,1
"2304","BQ2027_MB2279C",2512453,2512647,-1,64,"A0A1R3Y0Q3","-","BQ2027_MB2279C","HYPOTHETICAL PROTEIN","SIU00890.1","CDS","bars","Mb2279c"," -",NA," len 64 aa. ",NA,"Rv2255c","blue","blue",1,1,8,1
"2305","BQ2027_MB2280C",2512814,2513347,-1,177,"A0A1R3Y0N9","-","BQ2027_MB2280C","CONSERVED HYPOTHETICAL PROTEIN","SIU00891.1","CDS","bars","Mb2280c"," -",NA," len 177 aa. ",NA,"Rv2256c","blue","blue",1,1,8,1
"2306","BQ2027_MB2281C",2513477,2514295,-1,272,"A0A1R3Y0P6","-","BQ2027_MB2281C","Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily","SIU00892.1","CDS","bars","Mb2281c"," -",NA," len 272 aa. ",NA,"Rv2257c","blue","blue",1,1,8,1
"2307","BQ2027_MB2282C",2514309,2515370,-1,353,"A0A1R3Y0N3","-","BQ2027_MB2282C","Possible transcriptional regulatory protein","SIU00893.1","CDS","bars","Mb2282c"," -",NA," len 353 aa. ",NA,"Rv2258c","blue","blue",1,1,8,1
"2308","mscr",2515612,2516697,1,361,"A0A1R3Y2U2","mscr","BQ2027_MB2283","s-nitrosomycothiol reductase mscr","SIU00894.1","CDS","bars","Mb2283"," adhE2",NA," len 361 aa. ",NA,"Rv2259","blue","blue",1,1,8,1
"2309","BQ2027_MB2284",2516697,2517332,1,211,"A0A1R3Y1H3","-","BQ2027_MB2284","Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR","SIU00895.1","CDS","bars","Mb2284"," -",NA," len 211 aa. ",NA,"Rv2260","blue","blue",1,1,8,1
"2310","BQ2027_MB2285C",2517409,2518917,-1,502,"A0A1R3Y0V4","-","BQ2027_MB2285C","Apolipoprotein N-acyltransferase","SIU00896.1","CDS","bars","Mb2285c"," -",NA," len 502 aa. ",NA,"Rv2262c and Rv2261c","blue","blue",1,1,8,1
"2311","BQ2027_MB2286",2519006,2519959,1,317,"A0A1R3Y124","-","BQ2027_MB2286","Possible oxidoreductase","SIU00897.1","CDS","bars","Mb2286"," -",NA," len 317 aa. ",NA,"Rv2263","blue","blue",1,1,8,1
"2312","BQ2027_MB2287C",2519937,2521715,-1,592,"A0A1R3Y0M5","-","BQ2027_MB2287C","FIG00821990 molecular chaperone","SIU00898.1","CDS","bars","Mb2287c"," -",NA," len 592 aa. ",NA,"Rv2264c","blue","blue",1,1,8,1
"2313","BQ2027_MB2288",2522065,2523294,1,409,"P64962","-","BQ2027_MB2288","Possible conserved integral membrane protein","SIU00899.1","CDS","bars","Mb2288"," -",NA," len 409 aa. ",NA,"Rv2265","blue","blue",1,1,8,1
"2314","cyp124",2523469,2524755,1,428,"P0A517","cyp124","BQ2027_MB2289","Probable cytochrome P450 124 CYP124","SIU00900.1","CDS","bars","Mb2289"," cyp124",NA," len 428 aa. ",NA,"Rv2266","blue","blue",1,1,8,1
"2315","stf3",2525009,2526175,-1,388,"P64964","stf3","BQ2027_MB2290C","Sulfotransferase","SIU00901.1","CDS","bars","Mb2290c"," -",NA," len 388 aa. ",NA,"Rv2267c","blue","blue",1,1,8,1
"2316","cyp128",2526172,2527641,-1,489,"P63714","cyp128","BQ2027_MB2291C","PROBABLE CYTOCHROME P450 128 CYP128","SIU00902.1","CDS","bars","Mb2291c"," cyp128",NA," len 489 aa. ",NA,"Rv2268c","blue","blue",1,1,8,1
"2317","BQ2027_MB2292C",2527654,2527986,-1,110,"P64966","-","BQ2027_MB2292C","HYPOTHETICAL PROTEIN","SIU00903.1","CDS","bars","Mb2292c"," -",NA," len 110 aa. ",NA,"Rv2269c","blue","blue",1,1,8,1
"2318","lppN",2528063,2528590,1,175,"Q7VEM3","lppN","BQ2027_MB2293","Probable lipoprotein lppN","SIU00904.1","CDS","bars","Mb2293"," lppN",NA," len 175 aa. ",NA,"Rv2270","blue","blue",1,1,8,1
"2319","BQ2027_MB2294",2528697,2528996,1,99,"P64968","-","BQ2027_MB2294","CONSERVED HYPOTHETICAL PROTEIN","SIU00905.1","CDS","bars","Mb2294"," -",NA," len 99 aa. ",NA,"Rv2271","blue","blue",1,1,8,1
"2320","BQ2027_MB2295",2529102,2529470,1,122,"P64970","-","BQ2027_MB2295","probable conserved transmembrane protein","SIU00906.1","CDS","bars","Mb2295"," -",NA," len 122 aa. ",NA,"Rv2272","blue","blue",1,1,8,1
"2321","BQ2027_MB2296",2529467,2529796,1,109,"P64972","-","BQ2027_MB2296","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU00907.1","CDS","bars","Mb2296"," -",NA," len 109 aa. ",NA,"Rv2273","blue","blue",1,1,8,1
"2322","mazf8",2529853,2530170,-1,105,"A0A1R3Y0N0","mazf8","BQ2027_MB2297C","possible toxin mazf8","SIU00908.1","CDS","bars","Mb2297c"," -",NA," len 105 aa. ",NA,"Rv2274c","blue","blue",1,1,8,1
"2323","mazE8",2530204,2530452,-1,82,"A0A1R3Y0R0","mazE8","BQ2027_MB2297A","Possible antitoxin MazE8","SIU00909.1","CDS","bars","Mb2297A"," len 82 aa. "," Rv2274A"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv2274A","blue","blue",1,1,8,1
"2324","BQ2027_MB2298",2530248,2531117,1,289,"A0A1R3Y0S3","-","BQ2027_MB2298","Cyclo(L-tyrosyl-L-tyrosyl) synthase (EC","SIU00910.1","CDS","bars","Mb2298"," -",NA," len 289 aa. ",NA,"Rv2275","blue","blue",1,1,8,1
"2325","cyp121",2531114,2532304,1,396,"P0A515","cyp121","BQ2027_MB2299","Cytochrome P450 121 CYP121","SIU00911.1","CDS","bars","Mb2299"," cyp121",NA," len 396 aa. ",NA,"Rv2276","blue","blue",1,1,8,1
"2326","BQ2027_MB2300C",2532489,2533388,-1,299,"A0A1R3Y0R7","-","BQ2027_MB2300C","Possible glycerolphosphodiesterase","SIU00912.1","CDS","bars","Mb2300c"," -",NA," len 299 aa. ",NA,"Rv2277c","blue","blue",1,1,8,1
"2327","BQ2027_MB2301",2533567,2534946,1,459,"A0A1R3Y0P8","-","BQ2027_MB2301","Probable dehydrogenase","SIU00913.1","CDS","bars","Mb2301"," -",NA," len 459 aa. ",NA,"Rv2280","blue","blue",1,1,8,1
"2328","pitB",2535180,2536838,1,552,"P65713","pitB","BQ2027_MB2302","Putative phosphate-transport permease PitB","SIU00914.1","CDS","bars","Mb2302"," pitB",NA," len 552 aa. ",NA,"Rv2281","blue","blue",1,1,8,1
"2329","BQ2027_MB2303C",2536945,2537883,-1,312,"P67668","-","BQ2027_MB2303C","Probable transcription regulator (lysR family)","SIU00915.1","CDS","bars","Mb2303c"," -",NA," len 312 aa. ",NA,"Rv2282c","blue","blue",1,1,8,1
"2330","BQ2027_MB2304",2537948,2538142,1,64,"P64974","-","BQ2027_MB2304","HYPOTHETICAL PROTEIN","SIU00916.1","CDS","bars","Mb2304"," -",NA," len 64 aa. ",NA,"Rv2283","blue","blue",1,1,8,1
"2331","lipM",2538152,2539447,1,431,"A0A1R3Y144","lipM","BQ2027_MB2305","Probable esterase LipM","SIU00917.1","CDS","bars","Mb2305"," lipM",NA," len 431 aa. ",NA,"Rv2284","blue","blue",1,1,8,1
"2332","BQ2027_MB2306",2539480,2540817,1,445,"P67207","-","BQ2027_MB2306","possible triacylglycerol synthase (diacylglycerol acyltransferase)","SIU00918.1","CDS","bars","Mb2306"," -",NA," len 445 aa. ",NA,"Rv2285","blue","blue",1,1,8,1
"2333","BQ2027_MB2307C",2540884,2541147,-1,87,"A0A1R3Y0R9","-","BQ2027_MB2307C","conserved hypothetical protein [SECOND PART]","SIU00919.1","CDS","bars","Mb2307c"," -",NA," len 87 aa. ",NA,"Rv2286c","blue","blue",1,1,8,1
"2334","BQ2027_MB2308C",2541175,2541576,-1,133,"A0A1R3Y0T3","-","BQ2027_MB2308C","conserved hypothetical protein [FIRST PART]","SIU00920.1","CDS","bars","Mb2308c"," -",NA," len 133 aa. ",NA,"Rv2286c","blue","blue",1,1,8,1
"2335","yjcE",2541710,2543338,1,542,"P65527","yjcE","BQ2027_MB2309","Probable conserved integral membrane transport protein YjcE","SIU00921.1","CDS","bars","Mb2309"," yjcE",NA," len 542 aa. ",NA,"Rv2287","blue","blue",1,1,8,1
