"","Sequence_ID","Assembly","X..contigs.....0.bp.","X..contigs.....1000.bp.","X..contigs.....5000.bp.","X..contigs.....10000.bp.","X..contigs.....25000.bp.","X..contigs.....50000.bp.","Total.length.....0.bp.","Total.length.....1000.bp.","Total.length.....5000.bp.","Total.length.....10000.bp.","Total.length.....25000.bp.","Total.length.....50000.bp.","X..contigs","Largest.contig","Total.length","Reference.length","GC....","Reference.GC....","N50","NG50","N75","NG75","L50","LG50","L75","LG75","X..misassemblies","X..misassembled.contigs","Misassembled.contigs.length","X..local.misassemblies","X..scaffold.gap.ext..mis.","X..scaffold.gap.loc..mis.","X..unaligned.mis..contigs","X..unaligned.contigs","Unaligned.length","Genome.fraction....","Duplication.ratio","X..N.s.per.100.kbp","X..mismatches.per.100.kbp","X..indels.per.100.kbp","X..genomic.features","Largest.alignment","Total.aligned.length","NA50","NGA50","NA75","NGA75","LA50","LGA50","LA75","LGA75contigs"
"531","SAMN03300127_assembled"," contigs ",173,96,72,68,49,29,4323846,4288085,4233319,4200867,3906207,3140176,127,236422,4308516,4349904,65.55,65.63,98885,89749,48616,48574,14,15,31,32,6,6,161135,13,0,0,0," 7 + 0 part ",4178,98.67,1.003,0,10.18,1.82," 7914 + 177 part ",236422,4294903,98885,89660,45241,45241,14,"15",32," 32 \\ \hline"
"532","SAMN03300157_assembled"," contigs ",174,111,81,77,54,28,4309201,4283377,4216280,4188112,3819144,2895256,127,205632,4293926,4349904,65.53,65.63,78184,74278,41195,37674,16,17,36,37,4,4,240018,17,0,0,0," 0 + 1 part ",1241,98.459,1.002,0,15.55,2.31," 7890 + 199 part ",205632,4285869,78184,72630,41195,37473,16,"17",36," 37 \\ \hline"
"533","SAMN03300245_assembled"," contigs ",174,100,78,74,54,29,4320037,4284874,4239527,4211441,3897991,2975780,127,227646,4304316,4349904,65.53,65.63,80740,80740,43636,43394,17,17,35,36,2,2,100250,13,0,0,0," 6 + 0 part ",3899,98.688,1.002,0,9.43,1.65," 7930 + 189 part ",227646,4295684,80740,80740,43636,43116,17,"17",35," 36 \\ \hline"
"534","SAMN03300331_assembled"," contigs ",200,96,75,69,50,28,4338322,4290826,4248095,4199735,3884613,3061497,127,227646,4312104,4349904,65.54,65.63,83775,83775,46742,44563,15,15,32,33,8,8,221539,9,0,0,0," 11 + 0 part ",7004,98.793,1.002,0,9.94,1.65," 7938 + 179 part ",227646,4300516,83682,83682,44563,44563,15,"15",33," 33 \\ \hline"
"535","SAMN03300710_assembled"," contigs ",174,101,76,70,51,29,4312452,4278899,4227099,4180160,3865646,3035489,127,220963,4296650,4349904,65.55,65.63,83778,80324,47484,42789,15,16,33,34,10,10,699028,17,0,0,0," 2 + 0 part ",1050,98.512,1.002,0,15.52,2.08," 7892 + 189 part ",220946,4288006,80048,80048,42789,42750,16,"16",34," 35 \\ \hline"
"536","SAMN03300746_assembled"," contigs ",198,106,78,72,53,30,4486605,4452284,4397682,4359229,4051026,3151843,127,335001,4467029,4349904,65.54,65.63,82313,82386,46546,48949,16,15,35,33,7,7,677159,13,0,0,0," 0 + 1 part ",1079,98.558,1.042,0,14.67,2.19," 7884 + 199 part ",206569,4457560,81182,81182,43593,46424,17,"17",37," 35 \\ \hline"
"537","SAMN06252151_assembled"," contigs ",281,89,63,60,46,29,4375148,4288316,4232155,4211287,3958668,3259864,127,227655,4313591,4349904,65.5,65.63,96386,96386,52024,49369,14,14,29,30,5,4,249798,8,0,0,0," 12 + 0 part ",12059,98.63,1.003,0,15.34,2.35," 7934 + 153 part ",227655,4294259,96386,93645,49237,48306,14,"15",30," 31 \\ \hline"
"538","SAMN09725391_assembled"," contigs ",164,105,80,72,51,28,4308697,4282267,4228025,4170501,3829092,2980796,127,227655,4297054,4349904,65.55,65.63,82203,82065,42826,42826,15,16,34,34,4,3,163232,11,0,0,0," 1 + 0 part ",569,98.551,1.002,0,16.45,2.4," 7902 + 185 part ",227655,4290525,81914,81914,42754,41340,16,"16",34," 35 \\ \hline"
"539","SAMN09725434_assembled"," contigs ",188,102,74,73,51,29,4271555,4231703,4161171,4153008,3801377,2988936,127,227712,4249145,4349904,65.39,65.63,93835,81673,45053,44943,16,17,34,35,12,11,984936,4,0,0,0," 2 + 0 part ",1299,97.491,1.002,0,17.07,2.36," 7864 + 219 part ",227712,4243709,70928,70928,44943,39449,19,"19",37," 39 \\ \hline"
"540","SAMN09725533_assembled"," contigs ",180,104,81,74,55,31,4287987,4256041,4204032,4155469,3863884,3001907,127,208704,4271853,4349904,65.51,65.63,81649,81649,44863,43334,18,18,36,37,7,6,455022,10,0,0,0," 4 + 1 part ",3109,97.928,1.002,0,18.4,2.46," 7874 + 207 part ",175828,4261743,81433,77405,43334,41888,18,"19",37," 39 \\ \hline"
"541","SAMN09725673_assembled"," contigs ",175,99,71,70,51,31,4269697,4231992,4160926,4152769,3826708,3070543,127,272418,4252259,4349904,65.41,65.63,81480,81480,47999,47715,17,17,34,35,6,5,581804,2,0,0,0," 0 + 0 part ",0,97.576,1.002,0,15.6,2.19," 7884 + 199 part ",256505,4246896,81374,73996,47700,44933,17,"18",35," 37 \\ \hline"
"542","SAMN09725753_assembled"," contigs ",190,107,83,76,55,30,4321073,4282715,4231313,4181817,3867999,2923196,127,227648,4298180,4349904,65.51,65.63,74354,69152,44411,43204,17,18,37,38,3,2,129555,10,0,0,0," 1 + 0 part ",925,98.639,1.002,0,5.55,1.24," 7918 + 203 part ",227648,4292854,69129,69129,44411,43204,18,"18",37," 38 \\ \hline"
"543","SAMN09725818_assembled"," contigs ",162,108,79,73,54,31,4308803,4284914,4221363,4175083,3871510,3061769,127,227655,4297829,4349904,65.55,65.63,74094,74094,42746,42689,17,17,35,36,7,4,298884,11,0,0,0," 0 + 0 part ",0,98.515,1.003,0,15.28,2.45," 7896 + 195 part ",227655,4290640,74021,74021,42746,42689,18,"18",36," 37 \\ \hline"
"544","SAMN09725829_assembled"," contigs ",169,104,80,72,50,29,4311317,4281077,4236827,4174860,3831126,3078214,127,227655,4296334,4349904,65.54,65.63,84007,84007,47766,43944,15,15,32,33,6,4,264577,10,0,0,0," 1 + 1 part ",1377,98.484,1.003,0,18.16,2.57," 7898 + 189 part ",227655,4288615,83284,81757,43884,42679,15,"16",33," 34 \\ \hline"
"545","SAMN09812441_assembled"," contigs ",243,104,79,71,54,31,4485495,4453127,4398324,4349066,4077580,3253076,127,258852,4469355,4349904,65.56,65.63,91792,96234,47179,48612,16,15,34,32,7,7,852109,8,0,0,0," 0 + 3 part ",5554,98.457,1.042,0,21.15,3.34," 7902 + 181 part ",223266,4460340,81989,83199,45110,47179,18,"17",38," 36 \\ \hline"
"546","SAMN10966095_assembled"," contigs ",273,107,81,75,51,30,4310414,4261239,4212159,4171512,3784721,3003394,127,256463,4275286,4349904,65.51,65.63,73643,72883,43971,43143,16,17,35,36,5,5,212241,7,0,0,0," 0 + 0 part ",0,98.232,1.001,0,5.03,1.38," 7892 + 197 part ",256457,4272538,73643,72883,42940,41292,16,"17",35," 37 \\ \hline"
"547","SAMN10966161_assembled"," contigs ",432,106,83,76,51,34,4394652,4308491,4257241,4210232,3817235,3162885,127,227543,4323018,4349904,65.59,65.63,73577,73577,49433,49130,19,19,36,37,7,7,192876,11,0,0,0," 0 + 1 part ",507,98.8,1.006,0,3.19,1.3," 7898 + 191 part ",227543,4319749,73548,73548,49060,49060,19,"19",37," 37 \\ \hline"
"548","SAMN14447207_assembled"," contigs ",161,109,82,75,53,30,4312942,4288684,4235846,4187265,3851218,3026321,127,184843,4301506,4349904,65.52,65.63,81355,81355,42750,42570,17,17,35,36,5,5,237671,14,0,0,0," 1 + 2 part ",3317,98.552,1.003,0,22.63,2.61," 7920 + 197 part ",184843,4291729,80968,80968,42564,41841,17,"17",35," 36 \\ \hline"
"549","SAMN03300119_assembled"," contigs ",163,103,77,72,55,29,4324494,4296945,4242358,4207318,3934827,3011954,128,227646,4313859,4349904,65.56,65.63,81340,81340,43000,42861,16,16,34,35,5,5,420934,11,0,0,0," 1 + 0 part ",668,98.939,1.002,0,10.92,1.7," 7938 + 183 part ",227646,4307674,81151,79179,43000,42861,16,"17",35," 36 \\ \hline"
"550","SAMN03300167_assembled"," contigs ",171,106,81,74,55,29,4310615,4281312,4229728,4178852,3883335,2925321,128,227646,4297535,4349904,65.54,65.63,75063,75063,43093,42777,17,17,36,37,3,3,230812,9,0,0,0," 0 + 0 part ",0,98.54,1.003,0,10.29,1.7," 7892 + 195 part ",227646,4289483,75063,75063,41429,41416,17,"17",37," 38 \\ \hline"
"551","SAMN03300169_assembled"," contigs ",167,108,80,71,53,28,4312511,4287047,4231149,4160876,3874366,2954876,128,227646,4301011,4349904,65.53,65.63,81010,81010,44288,43203,16,16,34,35,6,6,373332,11,0,0,0," 0 + 0 part ",0,98.648,1.002,0,12.12,1.63," 7920 + 199 part ",227646,4293188,74044,74044,42682,42682,17,"17",36," 36 \\ \hline"
"552","SAMN03300264_assembled"," contigs ",157,101,74,66,50,28,4323216,4294866,4243573,4185277,3932406,3104675,128,227646,4313855,4349904,65.57,65.63,105882,100239,48359,46021,14,15,31,32,3,3,26513,9,0,0,0," 0 + 1 part ",958,98.924,1.002,0,9.97,1.6," 7952 + 167 part ",227646,4306503,105882,100190,48319,46021,14,"15",31," 32 \\ \hline"
"553","SAMN03300352_assembled"," contigs ",175,97,74,69,53,27,4330148,4294252,4246072,4206601,3963140,3001585,128,248258,4315529,4349904,65.55,65.63,96386,83802,46605,45973,14,15,32,33,5,5,257099,9,0,0,0," 4 + 0 part ",2733,98.94,1.002,0,10.5,1.79," 7936 + 181 part ",248258,4306666,81221,81221,46564,45973,15,"15",33," 34 \\ \hline"
"554","SAMN03300822_assembled"," contigs ",167,104,79,70,50,27,4316318,4286573,4238271,4172276,3848667,2988527,128,319247,4302985,4349904,65.55,65.63,83895,83895,44597,43260,15,15,32,33,4,4,169005,17,0,0,0," 4 + 0 part ",2483,98.672,1.002,0,15.28,2.12," 7908 + 177 part ",319098,4294479,82949,80671,43109,42637,15,"16",33," 34 \\ \hline"
"555","SAMN04386737_assembled"," contigs ",160,109,83,75,52,30,4291833,4268885,4210307,4152247,3772357,2958271,128,184786,4283023,4349904,65.51,65.63,78483,74159,42750,42580,17,18,36,37,1,1,119686,17,0,0,0," 0 + 1 part ",571,98.242,1.002,0,15.63,2.18," 7880 + 201 part ",184786,4275811,73961,73961,42580,42339,18,"18",37," 38 \\ \hline"
"556","SAMN06855917_assembled"," contigs ",168,111,80,71,47,25,4293058,4268267,4198930,4128567,3730546,2880718,128,212255,4280512,4349904,65.51,65.63,83861,83861,42750,42461,15,15,33,34,8,6,483474,13,0,0,0," 0 + 1 part ",766,98.177,1.002,0,16.48,2.27," 7870 + 209 part ",212092,4272461,80604,80232,41438,40473,16,"17",35," 36 \\ \hline"
"557","SAMN06855961_assembled"," contigs ",189,104,80,71,52,29,4313595,4273605,4225384,4152583,3835414,2981763,128,212215,4291220,4349904,65.52,65.63,81680,81680,43009,42915,17,17,35,36,3,3,123487,14,0,0,0," 4 + 0 part ",2726,98.354,1.002,0,16.74,2.24," 7890 + 197 part ",212081,4280144,81078,80822,42803,42750,17,"18",36," 37 \\ \hline"
"558","SAMN06855970_assembled"," contigs ",161,106,78,69,48,29,4303829,4276969,4222615,4154084,3828989,3099555,128,233475,4293202,4349904,65.53,65.63,84006,84006,46566,44759,15,15,32,33,7,6,627384,17,0,0,0," 3 + 0 part ",2665,98.394,1.002,0,15.3,2.31," 7866 + 213 part ",227113,4281943,82186,82186,43869,42805,16,"16",34," 35 \\ \hline"
"559","SAMN06855971_assembled"," contigs ",171,103,75,70,52,31,4317486,4285647,4228394,4193680,3903726,3125587,128,220817,4302159,4349904,65.54,65.63,81714,80748,45376,45376,16,17,34,34,9,9,360487,14,0,0,0," 2 + 1 part ",3974,98.504,1.003,0,20.4,2.45," 7896 + 189 part ",220700,4289004,80526,80526,43090,42750,17,"17",35," 36 \\ \hline"
"560","SAMN06855981_assembled"," contigs ",195,98,72,67,50,28,4325268,4279295,4228562,4196208,3925808,3095940,128,235908,4300089,4349904,65.5,65.63,96386,96386,48516,48037,14,14,31,32,8,7,459549,19,0,0,0," 10 + 0 part ",7277,98.502,1.002,0,16.38,2.22," 7898 + 187 part ",235908,4286500,81097,81097,48037,47701,16,"16",33," 34 \\ \hline"
"561","SAMN06855987_assembled"," contigs ",166,108,82,74,54,29,4306197,4280000,4224235,4165087,3845929,2964146,128,256749,4293337,4349904,65.53,65.63,78746,74963,42780,41371,16,17,35,36,7,6,293280,14,0,0,0," 1 + 0 part ",773,98.466,1.002,0,14.64,2.17," 7894 + 191 part ",256643,4285741,74719,74719,41211,39691,17,"17",36," 37 \\ \hline"
"562","SAMN06855991_assembled"," contigs ",174,109,82,75,51,29,4308853,4280968,4228739,4174604,3772135,2964531,128,227649,4294347,4349904,65.52,65.63,74555,74555,41288,41195,17,17,35,36,6,6,398066,18,0,0,0," 5 + 0 part ",3390,98.457,1.002,0,14.97,2.43," 7890 + 197 part ",227649,4284111,73567,73567,39616,39199,18,"18",37," 38 \\ \hline"
"563","SAMN06855996_assembled"," contigs ",163,107,80,73,51,27,4292828,4269031,4214987,4162194,3824321,2931127,128,212179,4282338,4349904,65.53,65.63,83892,83892,43142,42750,16,16,33,35,7,5,333337,14,0,0,0," 2 + 0 part ",1457,98.156,1.003,0,16.02,2.39," 7866 + 195 part ",212155,4273306,80549,80549,41160,41160,17,"17",36," 37 \\ \hline"
"564","SAMN06856002_assembled"," contigs ",180,105,76,72,53,29,4317518,4284161,4225495,4195954,3895612,3012078,128,220999,4300423,4349904,65.52,65.63,82276,81615,43034,42750,16,17,34,35,5,5,250487,11,0,0,0," 7 + 0 part ",6094,98.531,1.002,0,16.03,2.17," 7900 + 185 part ",220851,4287795,80545,80545,41203,41203,17,"17",36," 36 \\ \hline"
"565","SAMN06856006_assembled"," contigs ",173,102,74,66,45,28,4310910,4279211,4223529,4166789,3856032,3223234,128,319274,4295963,4349904,65.52,65.63,115896,102167,51096,49966,13,14,28,29,7,6,486504,18,0,0,0," 6 + 1 part ",4968,98.411,1.002,0,15.93,2.22," 7886 + 199 part ",319017,4282456,83274,83274,47682,44546,14,"14",31," 32 \\ \hline"
"566","SAMN06856013_assembled"," contigs ",171,106,79,70,48,28,4303790,4273680,4218104,4156252,3791388,3016660,128,227649,4289612,4349904,65.52,65.63,83898,82190,46505,44557,15,16,33,34,10,9,571925,18,0,0,0," 2 + 0 part ",1841,98.384,1.002,0,15.19,2.31," 7880 + 205 part ",227649,4281850,80327,80327,43901,42791,17,"17",35," 36 \\ \hline"
"567","SAMN06856021_assembled"," contigs ",171,112,83,75,50,28,4296617,4271569,4220045,4162841,3748117,2901859,128,235171,4282793,4349904,65.51,65.63,83129,81838,42750,42663,16,17,35,36,5,4,212259,13,0,0,0," 1 + 0 part ",814,98.262,1.002,0,16.87,2.22," 7880 + 205 part ",235171,4276067,80441,80441,42663,41958,17,"17",36," 37 \\ \hline"
"568","SAMN06856067_assembled"," contigs ",174,106,76,70,52,29,4297831,4267094,4204526,4160993,3874402,2990688,128,220951,4282268,4349904,65.53,65.63,82042,80018,47786,44514,16,17,34,35,11,8,351956,12,0,0,0," 7 + 0 part ",4736,98.088,1.003,0,16.15,2.23," 7884 + 187 part ",220943,4270317,79973,79973,43327,43217,17,"17",35," 36 \\ \hline"
"569","SAMN09725487_assembled"," contigs ",178,110,79,75,56,30,4306931,4279211,4213836,4180523,3866838,2941768,128,227655,4290957,4349904,65.52,65.63,74251,72484,42778,41195,17,18,36,38,12,11,340517,12,0,0,0," 1 + 0 part ",625,98.375,1.003,0,16.83,2.55," 7882 + 205 part ",227655,4281198,72484,72484,41300,41195,18,"18",37," 38 \\ \hline"
"570","SAMN09725506_assembled"," contigs ",171,106,84,76,49,29,4305098,4274890,4225868,4168750,3728237,3015801,128,212192,4290885,4349904,65.52,65.63,78653,78653,42750,40473,16,16,34,35,9,8,443446,9,0,0,0," 0 + 0 part ",0,98.358,1.003,0,16.97,2.45," 7888 + 201 part ",212019,4281216,78440,75360,40473,37679,16,"17",35," 37 \\ \hline"
"571","SAMN09725560_assembled"," contigs ",191,107,81,74,53,27,4313683,4277107,4226040,4174271,3820048,2876200,128,227646,4291806,4349904,65.53,65.63,82318,82318,41351,39440,16,16,35,36,6,6,281577,13,0,0,0," 0 + 0 part ",0,98.451,1.002,0,10.25,1.84," 7910 + 211 part ",227646,4284475,74453,74453,39432,37668,17,"17",36," 38 \\ \hline"
"572","SAMN09725632_assembled"," contigs ",429,86,61,58,43,29,4448070,4296198,4240933,4219911,3951259,3383935,128,328632,4323484,4349904,65.42,65.63,101281,101281,58388,58388,13,13,27,27,8,6,358847,11,0,0,0," 26 + 1 part ",21701,98.634,1.003,0,15.1,2.21," 7944 + 139 part ",328313,4294566,101254,101254,52180,48839,13,"13",28," 29 \\ \hline"
"573","SAMN09725722_assembled"," contigs ",170,100,79,71,54,30,4326034,4292249,4247071,4190408,3916191,3044013,128,227643,4312067,4349904,65.52,65.63,74152,74152,44632,44470,16,16,34,35,6,4,262616,9,0,0,0," 7 + 0 part ",5147,98.784,1.002,0,6.4,1.33," 7936 + 185 part ",227643,4299341,74017,74017,43994,43994,16,"16",35," 35 \\ \hline"
"574","SAMN09725754_assembled"," contigs ",207,100,76,69,52,31,4335803,4287166,4231253,4181688,3920986,3192608,128,256687,4306637,4349904,65.5,65.63,95255,95255,49982,48478,15,15,32,33,5,5,403566,7,0,0,0," 8 + 0 part ",5003,98.726,1.002,0,6.68,1.35," 7928 + 193 part ",256440,4296703,83724,82132,43131,43131,15,"16",34," 34 \\ \hline"
"575","SAMN09725755_assembled"," contigs ",228,99,76,70,51,30,4345325,4288067,4241432,4197210,3909826,3165472,128,227648,4308279,4349904,65.51,65.63,84290,84290,44119,43700,15,15,32,33,3,3,147163,11,0,0,0," 6 + 0 part ",3664,98.743,1.002,0,6.73,1.44," 7934 + 183 part ",227648,4297700,83720,83720,43534,43534,15,"15",33," 33 \\ \hline"
"576","SAMN09725837_assembled"," contigs ",169,107,82,75,54,31,4311319,4282738,4235516,4184439,3849974,2988289,128,256507,4297787,4349904,65.53,65.63,71449,71449,47940,43893,18,18,36,37,8,8,431919,10,0,0,0," 1 + 0 part ",521,98.58,1.002,0,17.19,2.82," 7916 + 201 part ",256504,4289960,70346,70346,42560,42560,19,"19",39," 39 \\ \hline"
"577","SAMN10966062_assembled"," contigs ",233,101,77,70,49,26,4303284,4260403,4209791,4156928,3808114,2923221,128,227543,4278945,4349904,65.52,65.63,98717,96286,45535,43284,15,16,33,34,7,7,380042,11,0,0,0," 0 + 0 part ",0,98.295,1.001,0,5.47,1.4," 7892 + 195 part ",227543,4275523,83656,83656,42528,39484,16,"16",34," 35 \\ \hline"
"578","SAMN10966076_assembled"," contigs ",282,109,86,79,54,29,4314711,4264580,4215177,4159660,3732008,2822361,128,227543,4278518,4349904,65.51,65.63,66583,64392,39476,37842,18,19,38,39,3,3,104039,9,0,0,0," 0 + 0 part ",0,98.319,1,0,5.17,1.64," 7888 + 199 part ",227543,4276430,64392,63885,38522,37842,18,"19",39," 40 \\ \hline"
"579","SAMN03300094_assembled"," contigs ",172,105,80,74,55,32,4319112,4290448,4235330,4192661,3886527,3062310,129,204911,4307781,4349904,65.54,65.63,83425,83425,44896,44760,18,18,36,37,12,10,458382,10,0,0,0," 0 + 2 part ",2898,98.757,1.002,0,20.32,3.12," 7914 + 199 part ",204911,4298603,78474,78474,41796,41361,19,"19",38," 39 \\ \hline"
"580","SAMN03300139_assembled"," contigs ",169,100,78,73,51,31,4314091,4281775,4235253,4198434,3834530,3109811,129,227646,4301483,4349904,65.53,65.63,83795,82264,45798,44127,16,17,34,35,10,8,306510,11,0,0,0," 0 + 0 part ",0,98.648,1.002,0,11.44,1.56," 7930 + 187 part ",227646,4294039,82264,73456,43204,42504,16,"17",35," 36 \\ \hline"
"581","SAMN03300156_assembled"," contigs ",164,106,75,67,52,29,4320378,4293275,4231284,4168749,3925407,3116811,129,236188,4308828,4349904,65.56,65.63,90067,90067,44940,43240,15,15,32,33,5,5,104616,16,0,0,0," 0 + 0 part ",0,98.837,1.002,0,11.4,1.6," 7938 + 181 part ",236188,4302776,89991,89991,44903,43121,15,"15",32," 33 \\ \hline"
"582","SAMN03300261_assembled"," contigs ",167,105,74,67,45,25,4325264,4297210,4234766,4179483,3812827,3111190,129,292685,4313374,4349904,65.55,65.63,115229,115229,43252,42569,13,13,28,29,6,6,645482,7,0,0,0," 0 + 0 part ",0,98.917,1.002,0,9.48,1.65," 7946 + 171 part ",227646,4307012,107388,107388,43131,42569,14,"14",30," 31 \\ \hline"
"583","SAMN03300317_assembled"," contigs ",178,106,78,71,54,32,4294275,4263309,4206022,4151381,3861774,3070237,129,227649,4279732,4349904,65.56,65.63,78499,78499,46032,41673,18,18,35,37,11,9,273815,15,0,0,0," 0 + 2 part ",3242,98.039,1.003,0,19.27,2.79," 7862 + 187 part ",227649,4269078,75563,73373,41673,40500,18,"19",37," 38 \\ \hline"
"584","SAMN03300318_assembled"," contigs ",186,111,80,71,50,32,4317505,4284925,4219832,4155587,3813327,3124488,129,227691,4298275,4349904,65.51,65.63,81696,81438,48073,48073,16,17,35,35,6,6,298979,14,0,0,0," 0 + 1 part ",806,98.502,1.003,0,21.77,3.27," 7914 + 197 part ",227691,4288127,80953,80953,43764,42617,17,"17",35," 36 \\ \hline"
"585","SAMN03300337_assembled"," contigs ",279,87,64,60,46,30,4384437,4300421,4256439,4227693,4005134,3381204,129,248327,4327064,4349904,65.53,65.63,110594,110594,52328,52328,13,13,28,28,2,2,147458,11,0,0,0," 25 + 0 part ",14476,98.995,1.001,0,9.22,1.95," 7960 + 161 part ",248327,4308524,98885,98885,52328,52180,13,"13",28," 29 \\ \hline"
"586","SAMN03300490_assembled"," contigs ",223,102,72,69,49,29,4505824,4457262,4389727,4366623,4021164,3287708,129,318437,4476121,4349904,65.57,65.63,100694,100694,47561,51045,13,13,31,29,6,6,451978,7,0,0,0," 5 + 0 part ",2855,98.992,1.039,0,10.85,2.14," 7940 + 181 part ",248589,4469896,87891,98885,46408,49546,15,"14",33," 31 \\ \hline"
"587","SAMN03300649_assembled"," contigs ",198,94,68,65,48,33,4337866,4289965,4228039,4202468,3932622,3380055,129,227591,4313033,4349904,65.56,65.63,96386,96386,52477,52477,15,15,31,31,10,8,374909,18,0,0,0," 16 + 1 part ",10769,98.683,1.002,0,15.21,2.05," 7910 + 177 part ",227591,4295910,84416,84416,49682,49682,16,"16",33," 33 \\ \hline"
"588","SAMN03300696_assembled"," contigs ",177,106,75,68,50,28,4338217,4304877,4244293,4191138,3896416,3100206,129,236625,4322038,4349904,65.6,65.63,83790,83790,46043,45056,14,14,31,32,4,4,15115,6,0,0,0," 1 + 0 part ",955,99.118,1.002,0,9.86,1.62," 7938 + 181 part ",236625,4314678,83790,83790,45953,44760,14,"14",31," 32 \\ \hline"
"589","SAMN03300753_assembled"," contigs ",202,109,79,73,51,33,4319245,4282852,4222382,4174378,3826840,3170381,129,205292,4296349,4349904,65.54,65.63,78505,76289,48482,48482,17,18,35,35,9,9,320966,16,0,0,0," 0 + 0 part ",0,98.544,1.002,0,14.79,2.05," 7884 + 201 part ",205292,4290386,70947,70947,44193,42750,18,"18",37," 38 \\ \hline"
"590","SAMN03300805_assembled"," contigs ",170,109,73,67,54,29,4321651,4294027,4220606,4178297,3976290,3067954,129,227645,4308847,4349904,65.55,65.63,91964,87477,47013,44938,15,16,33,34,11,9,417392,7,0,0,0," 0 + 0 part ",0,98.804,1.003,0,8.98,2," 7930 + 187 part ",227645,4301876,79380,79380,43946,42925,16,"16",34," 35 \\ \hline"
"591","SAMN06855922_assembled"," contigs ",160,110,76,72,50,30,4296900,4274420,4207372,4174342,3810173,3052865,129,227649,4287400,4349904,65.52,65.63,81916,81536,47965,44021,16,17,34,35,5,5,351408,13,0,0,0," 0 + 1 part ",1036,98.32,1.002,0,16.58,2.15," 7888 + 195 part ",227649,4278895,80434,80434,41278,40690,18,"18",36," 37 \\ \hline"
"592","SAMN06855930_assembled"," contigs ",169,109,84,77,52,30,4307088,4279634,4224492,4167308,3752803,2897249,129,188090,4293924,4349904,65.54,65.63,80730,75237,42475,41289,18,19,38,39,5,5,371339,15,0,0,0," 2 + 0 part ",1620,98.362,1.003,0,21.25,2.41," 7878 + 209 part ",184900,4282465,75237,75237,41039,38950,19,"19",39," 40 \\ \hline"
"593","SAMN06855959_assembled"," contigs ",185,107,80,69,47,28,4308656,4275798,4220228,4135711,3772003,3041371,129,227652,4291677,4349904,65.52,65.63,83897,83897,47840,43763,15,15,32,33,5,4,376554,17,0,0,0," 4 + 0 part ",3085,98.409,1.002,0,14.48,2.1," 7878 + 205 part ",227652,4282342,80491,80491,42997,41262,16,"16",34," 35 \\ \hline"
"594","SAMN06855976_assembled"," contigs ",182,109,84,76,54,31,4305567,4272872,4217987,4160794,3820983,2952650,129,220944,4287295,4349904,65.53,65.63,74040,72917,44598,43317,18,19,37,38,5,4,406602,17,0,0,0," 1 + 0 part ",685,98.311,1.002,0,18.75,2.43," 7880 + 207 part ",220944,4279282,72917,72917,42498,41195,19,"19",39," 40 \\ \hline"
